subject,snippet,from_domain,label
Databricks — Application Status (Product Manager),"Thank you for taking the time to apply to Databricks. After reviewing your application, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role aligns with your",smartrecruiters.com,REJECTED
Apple Recruiting Team — Update,"Thank you for taking the time to apply to Apple. After reviewing your application, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",recruiting.company.com,REJECTED
VMware — Application Status (Frontend Engineer),"Thank you for considering VMware as a potential employer. Unfortunately, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Figma: Hiring decision for QA Engineer,"We appreciate your application for the QA Engineer role at Figma. Unfortunately, we have chosen to move forward with other candidates. We wish you success in your future job search.",successfactors.com,REJECTED
Databricks: Hiring decision for QA Engineer,"Thank you for considering Databricks as a potential employer. Unfortunately, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
Application outcome — Meta,"Thank you for taking the time to apply to Meta. After reviewing your application, unfortunately. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Netflix: Hiring decision for Product Manager,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",noreply.greenhouse.io,REJECTED
Your Nvidia application,"After careful review of your background and experience, we will not be moving forward. Thank you for your interest in our company and for applying.",workday.com,REJECTED
ServiceNow Careers — ML Engineer,Thank you for your application to the ML Engineer position. We regret to inform you that we regret to inform you. We wish you success in your future job search.,icims.com,REJECTED
Regarding your application at Twilio,"Thank you for your interest in the Frontend Engineer position at Twilio. After careful consideration, your application was not selected. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Your Uber application,"We value your interest in joining Uber. At this time, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",workday.com,REJECTED
Databricks: Hiring decision for QA Engineer,"We appreciate the opportunity to review your application. However, unfortunately. We wish you success in your future job search.",icims.com,REJECTED
Atlassian Careers — Full‑Stack Engineer,"Thank you for taking the time to apply to Atlassian. After reviewing your application, we have decided not to proceed. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
Shopify: Hiring decision for Data Analyst,"Thank you for your interest in the Data Analyst position at Shopify. After careful consideration, we will not be progressing with your application. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Regarding your application at Netflix,"Thank you for taking the time to apply to Netflix. After reviewing your application, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
DoorDash Careers — DevOps Engineer,"Thank you for your interest in the DevOps Engineer position at DoorDash. After careful consideration, the position has been filled. We appreciate the time and effort you invested in your application.",taleo.net,REJECTED
Update on your application — Coinbase,"We value your interest in joining Coinbase. At this time, your application was not selected. Thank you for your interest in our company and for applying.",smartrecruiters.com,REJECTED
Atlassian: Hiring decision for DevOps Engineer,Thank you for your application to the DevOps Engineer position. We regret to inform you that we regret to inform you. We appreciate your interest and wish you the best in your career journey.,myworkday.com,REJECTED
Zoom: Hiring decision for DevOps Engineer,Thank you for your application to the DevOps Engineer position. We regret to inform you that we regret to inform you. We appreciate your interest and wish you the best in your career journey.,icims.com,REJECTED
Update on your application — LinkedIn,Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that the position has been filled. Thank you for your interest in our company and for applying.,jobs.company.com,REJECTED
Salesforce Careers — Applied Scientist,"Thank you for taking the time to apply to Salesforce. After reviewing your application, we have chosen to move forward with other candidates. We wish you success in your future job search.",lever.co,REJECTED
Application outcome — Coinbase,"We appreciate your application for the Applied Scientist role at Coinbase. Unfortunately, we regret to inform you. We wish you success in your future job search.",careers.company.com,REJECTED
Your Figma application,"We appreciate your application for the Site Reliability Engineer role at Figma. Unfortunately, the position has been filled. We wish you success in your future job search.",greenhouse.io,REJECTED
Your DoorDash application,"Thank you for taking the time to apply to DoorDash. After reviewing your application, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
ServiceNow: Hiring decision for Product Manager,"We value your interest in joining ServiceNow. At this time, unfortunately. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Application outcome — Uber,"Thank you for your interest in the Backend Engineer position at Uber. After careful consideration, your application was not selected. We appreciate the time and effort you invested in your application.",recruiting.company.com,REJECTED
Databricks — Application Status (Backend Engineer),"We appreciate your application for the Backend Engineer role at Databricks. Unfortunately, we have decided not to proceed. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Your Coinbase application,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",notifications.lever.co,REJECTED
Your Notion application,"Thank you for considering Notion as a potential employer. Unfortunately, the position has been filled. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Your Adobe application,"We value your interest in joining Adobe. At this time, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Your Databricks application,"We appreciate the opportunity to review your application. However, the position has been filled. We wish you success in your future job search.",icims.com,REJECTED
Atlassian: Hiring decision for Security Engineer,"Thank you for your interest in the Security Engineer position at Atlassian. After careful consideration, we have decided not to proceed. We encourage you to apply again in the future if another role aligns with your expe",greenhouse.io,REJECTED
Regarding your application at Adobe,"We value your interest in joining Adobe. At this time, unfortunately. We wish you success in your future job search.",lever.co,REJECTED
Stripe Recruiting Team — Update,"We value your interest in joining Stripe. At this time, your application was not selected. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Application outcome — Stripe,"Thank you for considering Stripe as a potential employer. Unfortunately, we have decided not to proceed. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Update on your application — Oracle,"Thank you for considering Oracle as a potential employer. Unfortunately, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",noreply.greenhouse.io,REJECTED
Regarding your application at Oracle,"Thank you for your interest in the QA Engineer position at Oracle. After careful consideration, unfortunately. Thank you for your interest in our company and for applying.",icims.com,REJECTED
Notion — Application Status (Site Reliability Engineer),"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We appreciate your interest and wish you the best in your career journey.",icims.com,REJECTED
Intuit: Hiring decision for ML Engineer,Thank you for your application to the ML Engineer position. We regret to inform you that we will not be progressing with your application. Thank you for your interest in our company and for applying.,careers.company.com,REJECTED
Update on your application — Palantir,"Thank you for taking the time to apply to Palantir. After reviewing your application, the position has been filled. We appreciate your interest and wish you the best in your career journey.",lever.co,REJECTED
Adobe — Application Status (DevOps Engineer),"We appreciate the opportunity to review your application. However, we have decided not to proceed. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Application outcome — Shopify,Thank you for your application to the Solutions Engineer position. We regret to inform you that your application was not selected. We wish you success in your future job search.,icims.com,REJECTED
Your Palantir application,"We value your interest in joining Palantir. At this time, we have decided not to proceed. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Your Google application,"We appreciate your application for the Full‑Stack Engineer role at Google. Unfortunately, we regret to inform you. We wish you success in your future job search.",jobs.company.com,REJECTED
Regarding your application at Notion,"Thank you for your interest in the Full‑Stack Engineer position at Notion. After careful consideration, your application was not selected. We encourage you to apply again in the future if another role aligns with your ex",notifications.lever.co,REJECTED
Figma Careers — Backend Engineer,"We appreciate the opportunity to review your application. However, we regret to inform you. We appreciate the time and effort you invested in your application.",recruiting.company.com,REJECTED
Update on your application — Databricks,Thank you for your application to the Data Analyst position. We regret to inform you that we regret to inform you. Thank you for your interest in our company and for applying.,noreply.greenhouse.io,REJECTED
Application outcome — Cisco,Thank you for your application to the Solutions Engineer position. We regret to inform you that unfortunately. We appreciate your interest and wish you the best in your career journey.,successfactors.com,REJECTED
Application outcome — Netflix,"We value your interest in joining Netflix. At this time, your application was not selected. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Your Atlassian application,"Thank you for your interest in the Data Scientist position at Atlassian. After careful consideration, we have concluded our hiring process. Thank you for your interest in our company and for applying.",successfactors.com,REJECTED
Your Oracle application,"Thank you for considering Oracle as a potential employer. Unfortunately, unfortunately. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Figma Recruiting Team — Update,Thank you for your application to the QA Engineer position. We regret to inform you that unfortunately. Thank you for your interest in our company and for applying.,recruiting.company.com,REJECTED
Update on your application — Oracle,"Thank you for taking the time to apply to Oracle. After reviewing your application, we will not be moving forward. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Airbnb: Hiring decision for Solutions Engineer,"After careful review of your background and experience, we have concluded our hiring process. We appreciate your interest and wish you the best in your career journey.",notifications.lever.co,REJECTED
Netflix Careers — Software Engineer,"Thank you for taking the time to apply to Netflix. After reviewing your application, the position has been filled. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
Snowflake Careers — Solutions Engineer,"After careful review of your background and experience, we have concluded our hiring process. We wish you success in your future job search.",notifications.lever.co,REJECTED
DoorDash: Hiring decision for DevOps Engineer,"Thank you for taking the time to apply to DoorDash. After reviewing your application, unfortunately. We wish you success in your future job search.",successfactors.com,REJECTED
Atlassian Careers — Product Manager,"We appreciate the opportunity to review your application. However, we have decided not to proceed. Thank you for your interest in our company and for applying.",icims.com,REJECTED
Shopify Recruiting Team — Update,"We appreciate the opportunity to review your application. However, the position has been filled. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Coinbase: Hiring decision for Frontend Engineer,"We appreciate your application for the Frontend Engineer role at Coinbase. Unfortunately, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",lever.co,REJECTED
Apple Recruiting Team — Update,"Thank you for considering Apple as a potential employer. Unfortunately, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Your Uber application,"Thank you for taking the time to apply to Uber. After reviewing your application, we will not be progressing with your application. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Bloomberg Careers — Applied Scientist,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Update on your application — Coinbase,"Thank you for considering Coinbase as a potential employer. Unfortunately, your application was not selected. We encourage you to apply again in the future if another role aligns with your experience.",workday.com,REJECTED
Adobe: Hiring decision for Site Reliability Engineer,"Thank you for taking the time to apply to Adobe. After reviewing your application, we have decided not to proceed. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Regarding your application at VMware,"After careful review of your background and experience, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Tesla: Hiring decision for Product Manager,"We value your interest in joining Tesla. At this time, your application was not selected. We appreciate the time and effort you invested in your application.",notifications.lever.co,REJECTED
Your Coinbase application,"We appreciate the opportunity to review your application. However, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Your Twilio application,"Thank you for taking the time to apply to Twilio. After reviewing your application, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",jobs.company.com,REJECTED
Application outcome — Figma,"We appreciate the opportunity to review your application. However, we have decided not to proceed. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Regarding your application at Databricks,"Thank you for your interest in the Site Reliability Engineer position at Databricks. After careful consideration, we regret to inform you. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Microsoft Recruiting Team — Update,"We appreciate your application for the Security Engineer role at Microsoft. Unfortunately, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",jobs.company.com,REJECTED
Update on your application — Snowflake,Thank you for your application to the Data Scientist position. We regret to inform you that we will not be progressing with your application. We appreciate your interest and wish you the best in your career journey.,myworkday.com,REJECTED
Databricks Recruiting Team — Update,"After careful review of your background and experience, we regret to inform you. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Figma Recruiting Team — Update,"We appreciate your application for the Full‑Stack Engineer role at Figma. Unfortunately, we have concluded our hiring process. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Google Recruiting Team — Update,"We appreciate your application for the Solutions Engineer role at Google. Unfortunately, we regret to inform you. We appreciate the time and effort you invested in your application.",recruiting.company.com,REJECTED
Atlassian Careers — Product Manager,"After careful review of your background and experience, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role aligns with your experience.",careers.company.com,REJECTED
Microsoft Recruiting Team — Update,"Thank you for taking the time to apply to Microsoft. After reviewing your application, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",lever.co,REJECTED
Application outcome — Intuit,"We value your interest in joining Intuit. At this time, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Your Amazon application,"After careful review of your background and experience, we will not be progressing with your application. We wish you success in your future job search.",noreply.workday.com,REJECTED
Adobe — Application Status (Product Manager),"We value your interest in joining Adobe. At this time, unfortunately. We appreciate the time and effort you invested in your application.",myworkday.com,REJECTED
DoorDash — Application Status (Backend Engineer),"We value your interest in joining DoorDash. At this time, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",smartrecruiters.com,REJECTED
ServiceNow Careers — Site Reliability Engineer,"Thank you for taking the time to apply to ServiceNow. After reviewing your application, we will not be moving forward. We wish you success in your future job search.",jobs.company.com,REJECTED
Zoom: Hiring decision for Applied Scientist,"After careful review of your background and experience, we have decided not to proceed. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Regarding your application at Notion,"After careful review of your background and experience, we have concluded our hiring process. We encourage you to apply again in the future if another role aligns with your experience.",greenhouse.io,REJECTED
Your Stripe application,"We value your interest in joining Stripe. At this time, unfortunately. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Your Twilio application,"Thank you for taking the time to apply to Twilio. After reviewing your application, we will not be progressing with your application. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Regarding your application at Twilio,"Thank you for considering Twilio as a potential employer. Unfortunately, your application was not selected. We wish you success in your future job search.",successfactors.com,REJECTED
Nvidia: Hiring decision for ML Engineer,"We value your interest in joining Nvidia. At this time, your application was not selected. We wish you success in your future job search.",greenhouse.io,REJECTED
Update on your application — Zoom,"Thank you for taking the time to apply to Zoom. After reviewing your application, we will not be progressing with your application. We wish you success in your future job search.",greenhouse.io,REJECTED
Your Twilio application,"Thank you for your interest in the Software Engineer position at Twilio. After careful consideration, we have concluded our hiring process. We wish you success in your future job search.",recruiting.company.com,REJECTED
Notion Recruiting Team — Update,Thank you for your application to the Data Scientist position. We regret to inform you that unfortunately. We appreciate the time and effort you invested in your application.,smartrecruiters.com,REJECTED
Apple — Application Status (ML Engineer),"Thank you for considering Apple as a potential employer. Unfortunately, we regret to inform you. We wish you success in your future job search.",greenhouse.io,REJECTED
Apple: Hiring decision for Data Scientist,"Thank you for your interest in the Data Scientist position at Apple. After careful consideration, unfortunately. We encourage you to apply again in the future if another role aligns with your experience.",successfactors.com,REJECTED
Regarding your application at Netflix,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",icims.com,REJECTED
ServiceNow Careers — Product Manager,"We appreciate the opportunity to review your application. However, we have decided not to proceed. We encourage you to apply again in the future if another role aligns with your experience.",greenhouse.io,REJECTED
Twilio: Hiring decision for Product Manager,"Thank you for considering Twilio as a potential employer. Unfortunately, the position has been filled. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
Your Nvidia application,"Thank you for considering Nvidia as a potential employer. Unfortunately, we have concluded our hiring process. We appreciate your interest and wish you the best in your career journey.",myworkday.com,REJECTED
Your Meta application,"We value your interest in joining Meta. At this time, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
Airbnb: Hiring decision for Data Scientist,"Thank you for considering Airbnb as a potential employer. Unfortunately, your application was not selected. We appreciate the time and effort you invested in your application.",myworkday.com,REJECTED
Your Cisco application,"Thank you for taking the time to apply to Cisco. After reviewing your application, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Notion — Application Status (Data Analyst),"Thank you for considering Notion as a potential employer. Unfortunately, your application was not selected. We appreciate the time and effort you invested in your application.",myworkday.com,REJECTED
Palantir: Hiring decision for Data Analyst,"We value your interest in joining Palantir. At this time, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",taleo.net,REJECTED
Regarding your application at Intuit,"We value your interest in joining Intuit. At this time, the position has been filled. We wish you success in your future job search.",taleo.net,REJECTED
Okta Careers — Full‑Stack Engineer,Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that we have decided not to proceed. We wish you success in your future job search.,myworkday.com,REJECTED
Update on your application — Adobe,"Thank you for taking the time to apply to Adobe. After reviewing your application, we will not be moving forward. We wish you success in your future job search.",myworkday.com,REJECTED
Airbnb Recruiting Team — Update,"Thank you for considering Airbnb as a potential employer. Unfortunately, we have concluded our hiring process. We encourage you to apply again in the future if another role aligns with your experience.",taleo.net,REJECTED
Okta: Hiring decision for QA Engineer,"We appreciate the opportunity to review your application. However, we will not be moving forward. Thank you for your interest in our company and for applying.",recruiting.company.com,REJECTED
Okta Recruiting Team — Update,"Thank you for your interest in the Frontend Engineer position at Okta. After careful consideration, unfortunately. We appreciate your interest and wish you the best in your career journey.",taleo.net,REJECTED
Apple Careers — Frontend Engineer,"We value your interest in joining Apple. At this time, your application was not selected. We appreciate the time and effort you invested in your application.",workday.com,REJECTED
Snowflake Recruiting Team — Update,Thank you for your application to the Backend Engineer position. We regret to inform you that we will not be progressing with your application. We encourage you to apply again in the future if another role aligns with yo,successfactors.com,REJECTED
Netflix Recruiting Team — Update,"We appreciate the opportunity to review your application. However, your application was not selected. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Netflix — Application Status (QA Engineer),"Thank you for taking the time to apply to Netflix. After reviewing your application, unfortunately. We appreciate your interest and wish you the best in your career journey.",lever.co,REJECTED
Okta: Hiring decision for DevOps Engineer,"We value your interest in joining Okta. At this time, we have concluded our hiring process. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Salesforce: Hiring decision for Solutions Engineer,"Thank you for considering Salesforce as a potential employer. Unfortunately, unfortunately. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Application outcome — Salesforce,"We appreciate your application for the Data Analyst role at Salesforce. Unfortunately, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
Regarding your application at DoorDash,"Thank you for considering DoorDash as a potential employer. Unfortunately, your application was not selected. We appreciate the time and effort you invested in your application.",notifications.lever.co,REJECTED
Databricks Careers — Software Engineer,"Thank you for taking the time to apply to Databricks. After reviewing your application, we have decided not to proceed. We appreciate the time and effort you invested in your application.",workday.com,REJECTED
Atlassian Recruiting Team — Update,Thank you for your application to the Solutions Engineer position. We regret to inform you that we will not be progressing with your application. We appreciate the time and effort you invested in your application.,careers.company.com,REJECTED
Google Recruiting Team — Update,"Thank you for taking the time to apply to Google. After reviewing your application, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",taleo.net,REJECTED
Airbnb Recruiting Team — Update,"Thank you for taking the time to apply to Airbnb. After reviewing your application, the position has been filled. We wish you success in your future job search.",notifications.lever.co,REJECTED
Adobe — Application Status (DevOps Engineer),"Thank you for taking the time to apply to Adobe. After reviewing your application, we will not be progressing with your application. Thank you for your interest in our company and for applying.",smartrecruiters.com,REJECTED
Amazon: Hiring decision for Data Scientist,"We appreciate the opportunity to review your application. However, your application was not selected. We encourage you to apply again in the future if another role aligns with your experience.",successfactors.com,REJECTED
Application outcome — Bloomberg,"Thank you for considering Bloomberg as a potential employer. Unfortunately, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",recruiting.company.com,REJECTED
Application outcome — Zoom,Thank you for your application to the Product Manager position. We regret to inform you that we regret to inform you. We wish you success in your future job search.,taleo.net,REJECTED
Your Uber application,"Thank you for considering Uber as a potential employer. Unfortunately, we regret to inform you. We appreciate the time and effort you invested in your application.",smartrecruiters.com,REJECTED
VMware — Application Status (Solutions Engineer),"After careful review of your background and experience, we will not be moving forward. We wish you success in your future job search.",successfactors.com,REJECTED
Salesforce Recruiting Team — Update,"After careful review of your background and experience, your application was not selected. We appreciate the time and effort you invested in your application.",noreply.workday.com,REJECTED
Regarding your application at Zoom,Thank you for your application to the Frontend Engineer position. We regret to inform you that unfortunately. We encourage you to apply again in the future if another role aligns with your experience.,noreply.greenhouse.io,REJECTED
Adobe Recruiting Team — Update,"Thank you for taking the time to apply to Adobe. After reviewing your application, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Airbnb — Application Status (Software Engineer),"Thank you for considering Airbnb as a potential employer. Unfortunately, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role aligns with your experience.",workday.com,REJECTED
Notion Recruiting Team — Update,"Thank you for taking the time to apply to Notion. After reviewing your application, we regret to inform you. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Update on your application — LinkedIn,Thank you for your application to the Data Analyst position. We regret to inform you that the position has been filled. We wish you success in your future job search.,smartrecruiters.com,REJECTED
Regarding your application at Databricks,"Thank you for taking the time to apply to Databricks. After reviewing your application, we will not be progressing with your application. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Update on your application — VMware,"We value your interest in joining VMware. At this time, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",notifications.lever.co,REJECTED
Atlassian Careers — Backend Engineer,"After careful review of your background and experience, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",icims.com,REJECTED
Regarding your application at Intuit,"Thank you for your interest in the Applied Scientist position at Intuit. After careful consideration, the position has been filled. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
Update on your application — Amazon,"Thank you for your interest in the Backend Engineer position at Amazon. After careful consideration, unfortunately. Thank you for your interest in our company and for applying.",myworkday.com,REJECTED
Update on your application — VMware,"Thank you for taking the time to apply to VMware. After reviewing your application, your application was not selected. Thank you for your interest in our company and for applying.",recruiting.company.com,REJECTED
Regarding your application at Amazon,"We appreciate your application for the Product Manager role at Amazon. Unfortunately, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Salesforce: Hiring decision for ML Engineer,"Thank you for taking the time to apply to Salesforce. After reviewing your application, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Your LinkedIn application,"Thank you for your interest in the Backend Engineer position at LinkedIn. After careful consideration, the position has been filled. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Update on your application — Figma,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We wish you success in your future job search.",workday.com,REJECTED
Bloomberg Recruiting Team — Update,"We appreciate the opportunity to review your application. However, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",lever.co,REJECTED
Palantir: Hiring decision for QA Engineer,"Thank you for considering Palantir as a potential employer. Unfortunately, unfortunately. We appreciate the time and effort you invested in your application.",noreply.greenhouse.io,REJECTED
Application outcome — Bloomberg,"Thank you for taking the time to apply to Bloomberg. After reviewing your application, unfortunately. Thank you for your interest in our company and for applying.",notifications.lever.co,REJECTED
Coinbase Recruiting Team — Update,"After careful review of your background and experience, your application was not selected. Thank you for your interest in our company and for applying.",smartrecruiters.com,REJECTED
Airbnb Recruiting Team — Update,"Thank you for considering Airbnb as a potential employer. Unfortunately, we have concluded our hiring process. We appreciate the time and effort you invested in your application.",taleo.net,REJECTED
Regarding your application at Figma,"Thank you for your interest in the Frontend Engineer position at Figma. After careful consideration, the position has been filled. We appreciate your interest and wish you the best in your career journey.",icims.com,REJECTED
Your Oracle application,"After careful review of your background and experience, we regret to inform you. We wish you success in your future job search.",smartrecruiters.com,REJECTED
Palantir — Application Status (Data Analyst),"Thank you for taking the time to apply to Palantir. After reviewing your application, unfortunately. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Application outcome — Intuit,"Thank you for your interest in the QA Engineer position at Intuit. After careful consideration, we will not be progressing with your application. Thank you for your interest in our company and for applying.",notifications.lever.co,REJECTED
Regarding your application at Zoom,"We appreciate your application for the QA Engineer role at Zoom. Unfortunately, we have decided not to proceed. We wish you success in your future job search.",icims.com,REJECTED
Stripe Careers — Software Engineer,"We value your interest in joining Stripe. At this time, the position has been filled. We appreciate the time and effort you invested in your application.",noreply.workday.com,REJECTED
Application outcome — LinkedIn,"Thank you for considering LinkedIn as a potential employer. Unfortunately, we have decided not to proceed. We appreciate the time and effort you invested in your application.",jobs.company.com,REJECTED
Update on your application — Microsoft,"We appreciate your application for the Data Analyst role at Microsoft. Unfortunately, we have chosen to move forward with other candidates. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Update on your application — Figma,"Thank you for taking the time to apply to Figma. After reviewing your application, your application was not selected. We appreciate your interest and wish you the best in your career journey.",taleo.net,REJECTED
Regarding your application at Palantir,"We value your interest in joining Palantir. At this time, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",icims.com,REJECTED
Your Meta application,"Thank you for considering Meta as a potential employer. Unfortunately, we regret to inform you. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Update on your application — Airbnb,"After careful review of your background and experience, we will not be progressing with your application. We appreciate your interest and wish you the best in your career journey.",greenhouse.io,REJECTED
Stripe — Application Status (DevOps Engineer),"After careful review of your background and experience, your application was not selected. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Adobe Careers — Security Engineer,"Thank you for considering Adobe as a potential employer. Unfortunately, we will not be progressing with your application. We wish you success in your future job search.",lever.co,REJECTED
Netflix Careers — Software Engineer,"Thank you for taking the time to apply to Netflix. After reviewing your application, we will not be moving forward. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Application outcome — Google,Thank you for your application to the Data Analyst position. We regret to inform you that unfortunately. We appreciate the time and effort you invested in your application.,successfactors.com,REJECTED
Update on your application — Coinbase,"We value your interest in joining Coinbase. At this time, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",successfactors.com,REJECTED
Update on your application — DoorDash,Thank you for your application to the QA Engineer position. We regret to inform you that we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.,greenhouse.io,REJECTED
Apple: Hiring decision for Security Engineer,"Thank you for taking the time to apply to Apple. After reviewing your application, we have concluded our hiring process. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Your Notion application,"Thank you for considering Notion as a potential employer. Unfortunately, the position has been filled. We appreciate the time and effort you invested in your application.",noreply.greenhouse.io,REJECTED
Shopify: Hiring decision for QA Engineer,"We appreciate the opportunity to review your application. However, we have concluded our hiring process. We wish you success in your future job search.",workday.com,REJECTED
Okta: Hiring decision for Site Reliability Engineer,"We value your interest in joining Okta. At this time, we will not be progressing with your application. We encourage you to apply again in the future if another role aligns with your experience.",jobs.company.com,REJECTED
Atlassian — Application Status (Software Engineer),"We appreciate the opportunity to review your application. However, we have decided not to proceed. We wish you success in your future job search.",noreply.workday.com,REJECTED
Salesforce: Hiring decision for QA Engineer,"Thank you for considering Salesforce as a potential employer. Unfortunately, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",jobs.company.com,REJECTED
Application outcome — Uber,"Thank you for your interest in the Backend Engineer position at Uber. After careful consideration, your application was not selected. We appreciate your interest and wish you the best in your career journey.",myworkday.com,REJECTED
Intuit Recruiting Team — Update,"Thank you for your interest in the Frontend Engineer position at Intuit. After careful consideration, we will not be moving forward. We wish you success in your future job search.",workday.com,REJECTED
Your Coinbase application,Thank you for your application to the Site Reliability Engineer position. We regret to inform you that we regret to inform you. Thank you for your interest in our company and for applying.,successfactors.com,REJECTED
Atlassian: Hiring decision for Data Scientist,"Thank you for your interest in the Data Scientist position at Atlassian. After careful consideration, unfortunately. We wish you success in your future job search.",noreply.workday.com,REJECTED
Atlassian Careers — Data Scientist,"We value your interest in joining Atlassian. At this time, we have concluded our hiring process. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Google Careers — QA Engineer,"Thank you for taking the time to apply to Google. After reviewing your application, we have decided not to proceed. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
